"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA16_401: Population, 2016","v_CA16_404: Total private dwellings","v_CA16_406: Population density per square kilometre","v_CA16_407: Land area in square kilometres","v_CA16_409: Single-detached house","v_CA16_410: Apartment in a building that has five or more storeys","v_CA16_412: Semi-detached house","v_CA16_413: Row house","v_CA16_414: Apartment or flat in a duplex","v_CA16_415: Apartment in a building that has fewer than five storeys","v_CA16_416: Other single-attached house","v_CA16_417: Movable dwelling","v_CA16_7: 0 to 4 years","v_CA16_25: 5 to 9 years","v_CA16_43: 10 to 14 years","v_CA16_64: 15 to 19 years","v_CA16_82: 20 to 24 years","v_CA16_100: 25 to 29 years","v_CA16_118: 30 to 34 years","v_CA16_136: 35 to 39 years","v_CA16_154: 40 to 44 years","v_CA16_172: 45 to 49 years","v_CA16_190: 50 to 54 years","v_CA16_208: 55 to 59 years","v_CA16_226: 60 to 64 years","v_CA16_244: 65 years and over","v_CA16_2207: Median total income in 2015 among recipients ($)","v_CA16_2213: Median after-tax income in 2015 among recipients ($)","v_CA16_2208: Median total income in 2015 among recipients ($)","v_CA16_2209: Median total income in 2015 among recipients ($)","v_CA16_3957: Total visible minority population","v_CA16_3960: South Asian","v_CA16_3963: Chinese","v_CA16_3966: Black","v_CA16_3969: Filipino","v_CA16_3972: Latin American","v_CA16_3975: Arab","v_CA16_3978: Southeast Asian","v_CA16_3981: West Asian","v_CA16_3984: Korean","v_CA16_3987: Japanese","v_CA16_3990: Visible minority, n.i.e.","v_CA16_3993: Multiple visible minorities","v_CA16_3986: Korean","v_CA16_379: Average age","v_CA16_4986: Average after-tax income of households in 2015 ($)","v_CA16_2398: Median after-tax income of households in 2015 ($)","v_CA16_5666: 1 Business, finance and administration occupations","v_CA16_5054: No certificate, diploma or degree","v_CA16_5057: Secondary (high) school diploma or equivalency certificate","v_CA16_5062: Postsecondary certificate, diploma or degree","v_CA16_5072: College, CEGEP or other non-university certificate or diploma","v_CA16_5075: University certificate or diploma below bachelor level"
"154","35240268","DA","Oakville",0.93654,795,276,272,"3524001","3524","5350611.00","35535",795,276,870.9,0.91,255,0,0,0,15,0,0,0,40,40,55,60,45,20,25,45,60,55,75,60,45,175,41600,36523,52288,32832,75,20,10,10,10,0,10,0,0,15,0,0,10,10,43.3,106966,95488,80,90,130,200,165,20
"155","35240269","DA","Oakville",2.62015,875,308,307,"3524001","3524","5350611.00","35535",875,308,333.9,2.62,300,0,0,0,10,0,0,0,20,50,45,65,60,35,35,40,50,75,75,90,55,180,39232,35328,47232,33664,100,0,0,15,50,0,0,10,0,15,0,0,0,0,44.4,102964,90880,80,85,220,220,185,30
"156","35240270","DA","Oakville",0.52438,555,223,204,"3524001","3524","5350608.00","35535",555,223,1058.2,0.52,180,0,0,0,25,0,0,0,15,30,30,30,35,30,25,40,35,50,35,40,40,115,31168,28864,37696,26304,90,45,15,10,10,0,0,0,0,0,0,0,0,0,43.5,92928,73216,35,100,175,100,75,0
"157","35240271","DA","Oakville",0.08887,251,91,90,"3524001","3524","5350611.00","35535",251,91,2823.4,0.09,90,0,0,0,0,0,0,0,10,15,15,5,15,10,5,15,15,20,15,25,25,55,NA,NA,NA,NA,35,0,10,15,0,0,0,0,0,10,0,0,0,0,44.4,NA,103680,25,40,65,80,55,10
"158","35240272","DA","Oakville",2.96302,1375,544,498,"3524001","3524","5350612.03","35535",1375,544,466.8,2.95,215,0,0,235,0,50,0,0,50,65,105,125,110,60,50,75,100,120,150,100,80,190,46848,41643,56448,42336,345,85,130,20,0,25,0,35,15,15,0,0,10,10,40,136218,98816,190,115,210,440,215,20
"159","35240273","DA","Oakville",0.05891,287,80,80,"3524001","3524","5350612.03","35535",287,80,4872.7,0.06,80,0,0,0,0,0,0,0,5,20,25,25,35,0,0,10,25,25,35,25,20,30,49856,44672,68608,45184,70,0,35,20,0,0,15,0,0,0,0,0,0,0,38.3,130924,164352,30,25,60,75,35,10
"160","35240274","DA","Oakville",0.13869,514,167,162,"3524001","3524","5350612.03","35535",514,167,3705.8,0.14,90,0,0,70,0,0,0,0,35,45,45,55,25,30,25,30,25,45,40,40,25,45,34901,32085,54016,27648,210,75,35,45,0,0,35,0,0,25,0,0,0,10,34.6,102335,88576,45,60,75,140,50,10
"161","35240275","DA","Oakville",0.15702,572,164,162,"3524001","3524","5350612.03","35535",572,164,3643.3,0.16,145,0,0,10,5,0,0,0,15,35,45,50,45,25,20,20,40,60,50,45,40,80,33472,30827,34816,31200,305,205,45,0,10,0,25,0,20,0,0,0,0,0,40,124917,114176,65,80,85,150,85,20
"162","35240276","DA","Oakville",0.21165,497,145,145,"3524001","3524","5350612.03","35535",497,145,2348.8,0.21,125,0,0,20,0,0,0,0,10,35,30,50,50,25,5,15,30,40,45,55,35,70,43477,38016,54400,30656,120,15,85,0,0,0,0,0,0,10,0,0,0,10,40.4,138230,131328,45,35,90,130,45,20
"163","35240277","DA","Oakville",0.11527,664,252,250,"3524001","3524","5350612.03","35535",664,252,5758.9,0.12,45,145,5,45,0,0,0,0,35,60,45,50,50,40,30,40,50,50,45,50,45,60,23424,22861,28992,20704,305,75,20,60,0,50,35,0,25,0,0,15,30,0,36.7,73933,46208,35,60,165,150,90,10
"164","35240278","DA","Oakville",0.06256,276,80,80,"3524001","3524","5350612.03","35535",276,80,4416,0.06,70,0,0,10,0,0,0,0,5,20,35,20,25,10,5,10,15,30,30,15,15,45,38560,36224,65152,25536,90,10,35,10,15,0,10,0,10,20,0,0,0,10,39.7,148342,134144,15,15,35,85,50,0
"165","35240279","DA","Oakville",0.14096,517,155,155,"3524001","3524","5350612.03","35535",517,155,3669.3,0.14,120,0,0,35,0,5,0,0,15,30,50,50,40,15,10,20,55,45,55,35,35,65,38485,34859,56896,28224,115,0,35,25,15,0,0,0,0,0,30,0,0,0,38.9,139033,111360,50,60,110,170,75,0
"166","35240280","DA","Oakville",0.0983,585,188,188,"3524001","3524","5350612.03","35535",585,188,5951.2,0.1,105,0,5,50,0,25,0,0,35,55,60,40,30,25,35,40,60,50,45,40,30,35,36608,33600,43584,32896,205,85,35,30,0,40,20,0,0,0,0,0,0,0,34.9,102212,84480,55,30,105,150,65,20
"167","35240281","DA","Oakville",0.13607,594,173,168,"3524001","3524","5350612.03","35535",594,173,4364.4,0.14,150,0,0,10,0,0,0,0,20,35,45,75,50,30,10,20,40,60,65,60,35,50,48768,41984,68736,32704,210,25,95,25,0,10,0,0,0,15,20,0,25,10,38,151962,151808,75,60,95,195,105,10
"168","35240282","DA","Oakville",0.08709,368,104,104,"3524001","3524","5350612.03","35535",368,104,4225,0.09,90,0,0,15,0,0,0,0,5,25,40,30,35,15,0,10,40,30,35,30,30,35,41792,37760,60032,29376,110,40,55,0,0,0,15,0,0,0,0,0,0,0,38,141076,132608,20,30,55,85,80,0
"169","35240284","DA","Oakville",0.50289,1221,526,520,"3524001","3524","5350612.14","35535",1221,526,2427.9,0.5,115,0,10,60,0,335,0,0,40,70,90,90,80,65,65,70,85,135,90,115,80,135,39040,34944,46848,34688,270,100,65,20,20,25,0,0,0,30,0,0,0,15,39.7,91827,62976,100,125,250,315,170,45
"170","35240285","DA","Oakville",0.29961,604,176,175,"3524001","3524","5350612.14","35535",604,176,2016,0.3,140,0,0,35,0,0,0,0,15,30,60,70,60,25,15,20,45,60,65,60,35,50,46336,39808,71168,34176,155,40,60,20,0,0,30,0,0,0,0,0,10,0,37.5,158239,150016,45,65,110,140,55,0
"171","35240286","DA","Oakville",0.44021,827,248,247,"3524001","3524","5350612.13","35535",827,248,1878.7,0.44,245,0,0,0,0,0,0,0,30,60,45,85,75,30,25,40,50,60,80,85,55,110,45696,40149,64640,34816,100,20,65,0,10,0,0,0,0,0,0,10,0,0,39.8,197742,145152,110,45,180,260,110,15
"172","35240287","DA","Oakville",0.15783,629,188,187,"3524001","3524","5350612.13","35535",629,188,3986.1,0.16,190,0,0,0,0,0,0,0,20,45,55,45,60,15,10,25,35,55,60,55,45,105,46336,40704,61568,30656,160,55,60,15,0,0,0,0,0,10,0,0,20,0,40.1,224850,133632,90,50,90,185,65,10
"173","35240288","DA","Oakville",0.09516,386,118,115,"3524001","3524","5350612.13","35535",386,118,4058.9,0.1,115,0,0,0,0,0,0,0,20,25,35,25,30,20,5,15,35,25,45,35,25,40,46464,41344,67840,31808,65,0,45,0,10,15,0,0,0,0,0,0,0,0,38.3,117837,133632,15,45,50,105,45,0
"174","35240289","DA","Oakville",0.26696,917,467,457,"3524001","3524","5350612.13","35535",917,467,3435.7,0.27,75,0,0,30,0,350,0,0,25,30,45,50,50,70,70,50,80,75,80,60,55,180,40064,35430,47701,33920,205,30,35,45,0,20,20,10,0,40,0,0,10,25,44.2,79673,57557,145,75,225,300,165,25
"175","35240290","DA","Oakville",0.12356,559,255,253,"3524001","3524","5350612.13","35535",559,255,4522.7,0.12,80,145,0,30,0,0,0,0,10,15,35,25,30,20,10,15,15,25,35,60,35,225,44864,39893,56320,39040,90,10,40,0,10,10,0,15,0,10,0,0,0,10,54,106597,75861,50,55,170,135,80,25
"176","35240291","DA","Oakville",0.23529,552,177,177,"3524001","3524","5350612.05","35535",552,177,2346.9,0.24,120,0,0,50,0,0,0,0,35,45,25,35,40,25,15,35,30,55,35,50,40,85,47104,41728,72448,33536,35,15,15,0,10,0,0,0,0,0,0,0,0,0,39.8,152770,128384,60,20,95,165,70,15
"177","35240292","DA","Oakville",0.27462,998,308,305,"3524001","3524","5350612.05","35535",998,308,3659.7,0.27,195,50,0,55,0,5,5,0,35,65,45,70,70,40,25,50,55,65,75,100,65,245,42624,38571,55339,31968,200,50,40,15,20,25,35,0,0,0,0,0,15,0,46.8,113808,104875,90,65,160,240,175,15
"178","35240293","DA","Oakville",1.34061,762,285,283,"3524001","3524","5350612.05","35535",762,285,597.1,1.28,135,0,0,150,0,0,0,0,20,30,30,70,60,20,20,20,35,55,90,65,65,180,57344,48000,86272,38955,150,10,30,20,0,35,20,0,0,30,10,0,0,0,46.1,209425,137984,115,75,145,245,85,15
"179","35240297","DA","Oakville",0.0868,405,147,146,"3524001","3524","5350612.05","35535",405,147,4665.9,0.09,60,0,0,85,0,0,0,0,15,25,25,30,30,15,20,25,25,25,35,35,40,65,34432,30880,44416,27712,75,10,20,0,0,0,0,0,0,15,0,25,0,10,42.5,96342,74496,45,60,95,125,90,10
"180","35240298","DA","Oakville",0.34666,687,215,214,"3524001","3524","5350612.05","35535",687,215,1982.1,0.35,215,0,0,0,0,0,0,0,25,35,50,70,70,20,10,30,40,60,60,65,40,115,51776,44672,80640,34816,70,0,25,30,0,0,0,0,0,25,0,0,0,15,41.1,191426,140800,95,55,115,210,60,10
"181","35240299","DA","Oakville",0.22534,617,195,194,"3524001","3524","5350612.05","35535",617,195,2738.6,0.23,195,0,0,0,0,0,0,0,25,40,45,45,30,25,20,40,35,50,55,60,45,105,54912,46208,80299,37504,60,15,0,15,0,0,20,0,0,0,0,0,0,0,41.7,154169,149248,65,40,95,180,90,10
"182","35240301","DA","Oakville",0.99054,1076,359,356,"3524001","3524","5350612.14","35535",1076,359,1086.3,0.99,205,0,60,85,5,0,0,0,55,40,90,100,80,25,40,60,75,125,95,85,75,130,38624,34112,52608,31008,290,50,100,20,25,60,10,10,0,10,0,0,0,0,39.7,122619,100352,155,115,205,295,195,15
"183","35240302","DA","Oakville",0.1603,639,188,187,"3524001","3524","5350612.14","35535",639,188,3986.3,0.16,185,0,0,0,0,0,0,0,40,40,40,55,55,25,30,40,45,65,50,45,55,50,44032,37803,60160,35968,175,80,10,10,0,0,25,0,30,15,0,0,15,10,37.4,144772,130133,30,55,125,170,70,0
"184","35240303","DA","Oakville",0.09167,406,126,124,"3524001","3524","5350612.14","35535",406,126,4427.5,0.09,80,0,0,45,0,0,0,0,10,15,50,35,30,20,15,15,25,35,30,40,25,50,33408,30016,38720,30528,130,90,35,10,0,0,0,0,0,0,0,0,0,0,38.2,96043,97024,70,55,60,150,75,15
"185","35240304","DA","Oakville",0.12965,493,153,151,"3524001","3524","5350612.13","35535",493,153,3801.1,0.13,150,0,0,0,0,0,0,0,20,30,40,40,40,15,10,15,35,35,45,50,45,70,50560,44800,63360,41088,125,50,55,0,0,0,0,0,25,0,0,0,0,0,41.3,174987,140800,45,50,75,145,70,0
"186","35240305","DA","Oakville",0.07365,315,99,99,"3524001","3524","5350612.14","35535",315,99,4274.1,0.07,100,0,0,0,0,0,0,0,15,20,30,20,20,15,15,10,25,30,25,15,30,45,51328,43648,67328,41856,45,0,25,0,0,0,10,0,0,0,0,0,0,0,39.4,140442,119040,25,0,70,100,55,10
"187","35240307","DA","Oakville",0.10416,974,423,395,"3524001","3524","5350612.05","35535",974,423,9347.4,0.1,0,300,0,95,0,0,0,0,75,75,65,70,60,55,65,80,60,75,80,65,45,105,20416,20267,20672,20256,510,80,10,170,10,45,35,15,125,0,0,10,0,0,36.1,51446,38016,55,140,200,200,110,25
"188","35240510","DA","Oakville",0.16033,546,190,189,"3524001","3524","5350610.02","35535",546,190,3404,0.16,185,0,0,0,5,0,0,0,25,40,25,30,25,20,30,40,35,40,50,45,40,95,48128,41088,54144,41600,90,0,65,0,0,10,10,0,0,0,10,0,0,0,42.3,116366,109312,55,40,110,165,90,10
"189","35240577","DA","Oakville",0.67785,569,199,182,"3524001","3524","5350609.00","35535",569,199,839.5,0.68,175,0,0,5,0,0,0,0,15,40,40,55,40,30,5,20,45,45,50,50,25,105,49664,40960,77952,36480,145,80,10,20,10,0,15,0,0,0,0,0,0,0,41.3,229619,129280,85,45,90,175,100,20
"190","35240578","DA","Oakville",0.39603,540,188,185,"3524001","3524","5350609.00","35535",540,188,1363.6,0.4,180,0,0,0,0,0,0,0,20,35,50,40,25,20,10,20,40,50,45,35,35,110,52096,44544,64384,42112,110,40,10,15,0,0,20,0,0,20,0,0,0,15,42.9,154896,113920,65,50,80,150,55,15
"191","35240579","DA","Oakville",0.43389,492,195,188,"3524001","3524","5350609.00","35535",492,195,1133.9,0.43,130,0,0,55,5,0,0,0,20,25,40,40,20,15,5,20,35,40,35,20,35,135,35968,32416,49024,29024,95,60,0,0,0,0,0,15,15,0,0,0,0,10,46.2,86535,71936,40,55,105,115,65,15
"192","35240580","DA","Oakville",0.32645,580,199,192,"3524001","3524","5350609.00","35535",580,199,1776.4,0.33,190,0,0,0,5,0,0,0,10,35,50,50,50,15,5,20,50,65,45,55,25,100,45952,41216,68864,38976,55,15,10,25,0,10,0,0,0,0,0,0,0,0,42,152728,122027,55,65,130,165,105,15
"193","35240581","DA","Oakville",0.31603,621,189,186,"3524001","3524","5350609.00","35535",621,189,1965.8,0.32,185,0,0,0,0,0,0,0,25,50,65,55,30,20,10,30,65,65,65,55,30,65,51328,44864,73856,41856,65,0,40,0,0,0,0,0,0,0,10,0,10,0,37.7,178434,149504,55,55,175,150,80,10
"194","35240582","DA","Oakville",0.22156,492,193,189,"3524001","3524","5350610.04","35535",492,193,2222.2,0.22,185,0,0,0,5,0,0,0,20,30,15,20,35,10,15,20,30,35,40,50,50,120,38912,34219,44160,32384,35,0,0,0,0,0,0,0,0,0,0,0,20,0,47.2,97884,84736,50,50,125,125,85,15
"195","35240583","DA","Oakville",0.21593,512,177,174,"3524001","3524","5350610.04","35535",512,177,2371.5,0.22,170,0,0,0,5,0,0,0,25,40,35,40,30,10,15,35,40,40,45,40,15,95,52800,44928,62592,38976,85,15,30,25,15,0,0,0,0,0,0,0,0,0,41.2,134090,115712,45,45,100,130,85,20
"196","35240584","DA","Oakville",0.36802,620,267,243,"3524001","3524","5350605.00","35535",620,267,1684.8,0.37,150,0,0,0,5,80,0,0,15,20,45,60,35,20,20,25,35,55,55,55,35,135,52608,44928,72960,45312,105,15,35,0,10,0,0,0,20,0,0,0,25,0,43.9,172712,96128,45,75,100,185,55,0
"197","35240585","DA","Oakville",0.81451,872,301,281,"3524001","3524","5350605.00","35535",872,301,1101,0.79,160,60,0,50,10,5,0,0,20,30,40,55,65,40,10,20,30,45,70,70,65,315,80640,64640,121088,59456,85,20,60,0,0,10,0,0,0,0,0,0,0,0,52.1,487979,183808,85,55,130,250,90,30
"198","35240586","DA","Oakville",0.20361,510,239,211,"3524001","3524","5350605.00","35535",510,239,2503.7,0.2,55,0,0,125,0,30,0,0,20,20,15,35,45,25,25,20,30,40,60,45,45,95,40320,36651,54144,33664,60,40,0,0,0,10,0,0,10,0,0,0,0,0,44.3,118256,87296,40,55,110,145,80,30
"199","35240587","DA","Oakville",0.14391,530,308,277,"3524001","3524","5350605.00","35535",530,308,3683.1,0.14,65,75,0,60,0,55,25,0,5,5,15,25,30,15,15,25,20,30,45,65,40,195,45408,38976,55680,40576,40,15,0,0,0,0,10,0,20,0,0,0,0,0,54,105932,74496,65,30,125,190,90,20
"200","35240588","DA","Oakville",0.07437,238,179,139,"3524001","3524","5350603.00","35535",238,179,3264.7,0.07,45,60,10,5,5,0,0,0,5,0,5,5,10,10,15,10,5,15,20,25,30,80,NA,NA,NA,NA,20,0,10,0,0,0,0,0,0,0,0,10,0,0,54.1,NA,65152,25,45,60,90,45,0
"201","35240589","DA","Oakville",0.14978,845,519,505,"3524001","3524","5350603.00","35535",845,519,5640.9,0.15,50,330,25,25,5,70,0,0,35,25,15,25,20,20,35,35,40,45,55,55,45,395,21547,21376,25984,20352,155,20,40,35,0,20,10,0,0,10,0,20,0,0,56.2,44688,26944,50,140,200,260,155,25
"202","35240600","DA","Oakville",2.16424,1054,393,384,"3524001","3524","5350614.02","35535",1054,393,487,2.16,225,0,0,0,0,160,0,0,40,65,55,70,65,85,50,60,70,95,80,90,60,170,39424,34816,49050,34048,185,15,20,35,25,45,0,10,15,10,10,0,0,0,41.2,107326,84352,80,85,200,335,220,35
"203","35240601","DA","Oakville",0.66656,1502,804,707,"3524001","3524","5350613.04","35535",1502,804,2253.6,0.67,90,560,0,55,0,0,0,0,45,50,55,100,185,135,80,85,65,95,80,100,75,350,28608,26304,33728,24896,410,35,95,55,20,75,50,0,20,40,0,0,15,25,43.6,59750,48448,165,135,350,420,325,20
"204","35240602","DA","Oakville",0.7209,876,306,303,"3524001","3524","5350612.05","35535",876,306,1215,0.72,165,0,0,140,0,0,0,0,40,55,60,50,55,50,45,55,65,80,70,75,80,100,47360,41165,60416,39040,240,20,65,10,30,0,45,0,0,10,25,10,25,10,39.6,104368,104704,115,45,135,320,200,30
"205","35240603","DA","Oakville",1.90149,5586,1784,1761,"3524001","3524","5350610.02","35535",5586,1784,2937.7,1.9,1480,0,15,255,15,0,0,0,340,520,505,365,290,200,205,400,620,585,510,365,250,435,51936,45170,72032,38810,1995,500,350,250,60,180,335,20,80,45,25,20,125,25,35.8,132806,120277,605,355,720,1685,700,100
"206","35240604","DA","Oakville",0.11814,419,124,124,"3524001","3524","5350612.12","35535",419,124,3547.8,0.12,120,0,5,0,0,0,0,0,25,20,30,50,40,15,10,25,30,45,70,30,10,20,44096,39808,58624,40000,65,30,30,10,0,0,0,0,0,0,0,0,0,0,35.4,132331,123136,25,50,100,90,70,0
"207","35240605","DA","Oakville",0.09992,461,138,137,"3524001","3524","5350612.12","35535",461,138,4610,0.1,135,0,5,0,0,0,0,0,15,30,45,40,45,20,10,15,35,55,55,35,15,45,49152,42368,70400,37248,125,35,25,15,10,0,35,0,0,0,10,0,10,0,37.3,138617,135339,60,40,100,150,75,0
"208","35240606","DA","Oakville",0.08042,392,113,113,"3524001","3524","5350612.12","35535",392,113,4875.6,0.08,110,0,0,0,0,0,0,0,20,20,35,40,45,10,10,25,30,45,45,40,15,5,42837,38528,53376,35328,55,40,0,0,0,0,0,0,0,10,0,0,0,10,34.8,136947,130304,45,30,80,105,60,0
"209","35240607","DA","Oakville",0.12698,635,195,195,"3524001","3524","5350612.12","35535",635,195,5000,0.13,60,0,45,90,0,0,0,0,25,35,55,65,60,30,25,25,50,70,85,45,30,45,40832,36224,52352,30955,145,25,40,0,35,0,0,0,0,10,20,0,10,0,36.3,101943,102187,50,90,110,145,55,10
"210","35240608","DA","Oakville",0.06212,343,100,100,"3524001","3524","5350612.12","35535",343,100,5532.3,0.06,65,0,0,35,0,0,0,0,15,25,25,40,30,15,15,15,20,25,40,35,15,15,48000,41920,58752,42112,75,25,20,10,15,0,0,0,0,0,0,0,0,0,35.8,130124,123136,30,25,65,70,45,0
"211","35240609","DA","Oakville",0.11242,456,129,129,"3524001","3524","5350612.12","35535",456,129,4053.3,0.11,125,0,0,0,0,0,0,0,15,25,50,55,45,15,15,20,30,55,65,35,5,20,47168,40128,54656,35712,135,15,50,15,25,15,0,0,0,15,0,0,0,10,34.2,132407,125568,35,40,85,140,60,0
"212","35240610","DA","Oakville",0.17072,433,127,127,"3524001","3524","5350612.27","35535",433,127,2536.6,0.17,125,0,0,0,0,0,0,0,10,20,25,40,55,20,15,15,30,25,45,65,25,40,44672,38784,56448,35072,100,65,15,0,10,0,0,0,0,15,0,0,0,10,39.5,147201,136960,40,15,105,105,60,10
"213","35240611","DA","Oakville",0.23532,594,173,170,"3524001","3524","5350612.27","35535",594,173,2524.4,0.24,140,0,10,15,0,0,0,0,35,45,45,50,45,30,25,30,50,55,80,45,30,40,50048,44224,73728,40576,175,35,95,0,0,0,0,0,0,0,0,0,35,0,36.2,149370,145408,115,25,75,240,95,10
"214","35240612","DA","Oakville",0.0674,375,110,110,"3524001","3524","5350612.27","35535",375,110,5572.1,0.07,85,0,15,10,0,0,0,0,15,25,30,40,25,15,20,25,25,35,40,25,20,30,40320,37248,54272,30016,100,15,50,0,0,10,0,15,0,0,0,0,0,0,37.3,120768,115200,40,15,60,100,40,0
"215","35240613","DA","Oakville",0.21687,506,156,156,"3524001","3524","5350612.27","35535",506,156,2332.9,0.22,130,0,5,25,0,0,0,0,20,35,45,60,30,20,20,30,35,50,55,35,25,35,48512,42560,59456,40576,185,60,35,0,0,10,65,0,20,0,0,0,0,0,35.5,118394,121856,70,50,70,145,70,0
"216","35240614","DA","Oakville",0.16573,642,214,213,"3524001","3524","5350612.27","35535",642,214,3874.5,0.17,85,0,0,130,0,5,0,0,25,40,45,55,50,25,35,35,50,45,75,65,40,50,44928,39808,51072,40064,180,20,0,40,40,0,50,0,20,15,0,0,0,10,38.3,116375,93568,65,50,150,160,60,20
"217","35240615","DA","Oakville",0.23464,928,332,322,"3524001","3524","5350613.03","35535",928,332,3957.4,0.23,130,0,40,145,10,0,0,0,35,65,45,60,75,60,45,55,75,60,70,80,75,125,36352,32448,42419,31808,230,95,55,0,0,40,20,10,0,0,0,0,0,0,40.1,99942,86016,135,100,255,230,125,15
"218","35240616","DA","Oakville",0.22961,603,183,181,"3524001","3524","5350600.02","35535",603,183,2626.3,0.23,140,0,40,0,5,0,0,0,20,40,45,50,50,35,30,20,45,65,45,65,35,60,44587,39808,56064,38784,210,40,80,25,10,20,10,10,0,15,0,10,0,10,38.7,136534,120448,70,40,95,170,95,10
"219","35240619","DA","Oakville",1.28857,1321,410,409,"3524001","3524","5350612.11","35535",1321,410,1050.2,1.26,320,0,0,85,0,0,0,0,30,95,130,115,110,45,35,50,95,155,165,95,60,140,52736,45414,80640,41856,315,35,75,55,0,45,20,0,10,30,0,0,35,10,38.4,226504,142848,110,105,255,360,105,35
"220","35240620","DA","Oakville",0.1717,409,117,117,"3524001","3524","5350612.11","35535",409,117,2382.1,0.17,115,0,0,0,0,0,0,0,10,35,30,35,30,25,10,30,25,35,45,35,30,40,42688,37504,57600,33152,115,35,15,0,20,20,10,0,20,0,0,0,0,0,38.4,143517,130304,40,30,65,115,80,10
"221","35240687","DA","Oakville",4.0821,7111,2194,2167,"3524001","3524","5350612.15","35535",7111,2194,1751.1,4.06,1090,0,0,1075,0,0,0,0,505,725,620,490,285,215,310,600,835,680,475,380,310,685,51994,45184,71040,38336,2915,780,475,270,105,370,530,30,95,115,30,40,70,50,35.5,132767,114213,695,485,925,1940,750,155
"222","35240688","DA","Oakville",0.14014,1017,335,329,"3524001","3524","5350612.22","35535",1017,335,7259.1,0.14,45,0,0,285,0,0,0,0,95,100,85,70,40,35,80,120,140,85,55,40,25,50,41472,37376,47488,34944,480,195,50,60,35,20,65,10,10,30,0,0,10,10,31.6,84246,83328,95,115,115,260,130,20
"223","35240689","DA","Oakville",0.09432,779,230,230,"3524001","3524","5350612.23","35535",779,230,8252.1,0.09,110,0,0,115,0,0,0,0,55,80,90,60,30,25,35,70,90,95,55,30,20,55,43392,38272,60864,33152,310,85,15,15,25,75,50,15,0,25,0,0,0,10,33.4,96066,96000,90,60,135,185,75,15
"224","35240691","DA","Oakville",0.2696,966,242,241,"3524001","3524","5350612.23","35535",966,242,3588.4,0.27,160,0,0,85,0,0,0,0,50,60,80,75,45,25,25,65,80,95,55,40,20,250,45056,39552,61739,34880,445,170,110,25,0,0,50,10,20,35,0,0,20,20,44.1,147742,107776,85,55,155,220,90,10
"225","35240695","DA","Oakville",0.07397,608,209,207,"3524001","3524","5350612.21","35535",608,209,8227.3,0.07,60,0,5,145,0,0,0,0,40,60,55,50,25,30,45,45,65,60,45,35,20,35,43456,38464,54656,32384,315,105,45,20,25,35,55,0,20,0,0,0,0,0,34,90823,87808,30,75,80,175,75,20
"226","35240696","DA","Oakville",0.2295,759,212,207,"3524001","3524","5350612.21","35535",759,212,3307.2,0.23,190,0,15,5,0,0,0,0,35,70,90,85,45,20,25,30,85,100,80,30,20,45,51840,45376,73728,40000,250,85,30,15,10,15,35,10,0,35,0,25,15,20,33.7,155724,130688,75,60,100,190,65,0
"227","35240697","DA","Oakville",0.21335,896,305,301,"3524001","3524","5350612.21","35535",896,305,4200.7,0.21,65,0,80,155,0,0,0,0,45,95,70,55,60,30,45,50,110,75,80,65,40,75,48000,41856,63104,37760,280,85,25,45,25,0,30,15,0,40,0,0,20,35,36.2,110268,98219,120,55,120,285,130,20
"228","35240698","DA","Oakville",0.23189,1147,358,357,"3524001","3524","5350612.20","35535",1147,358,4948.2,0.23,220,0,45,100,0,0,5,0,55,95,130,90,65,45,40,55,115,130,110,50,55,115,47744,41600,66304,35968,395,100,65,50,0,15,90,0,10,30,30,10,0,20,36.3,136434,104064,105,80,190,310,150,15
"229","35240699","DA","Oakville",0.19222,1015,296,295,"3524001","3524","5350612.18","35535",1015,296,5281,0.19,225,0,60,5,0,0,0,0,50,110,115,90,40,35,45,70,110,130,85,55,25,55,49664,43264,67328,38592,310,100,70,25,15,40,40,10,10,0,0,0,0,0,33.3,123550,113792,75,90,160,265,95,30
"230","35240700","DA","Oakville",0.09839,587,182,180,"3524001","3524","5350612.19","35535",587,182,5971.5,0.1,180,0,0,0,0,0,0,0,45,50,65,45,30,10,30,45,65,75,50,25,20,30,44416,39872,64640,31424,185,40,40,0,15,30,20,0,15,0,0,0,20,10,33.3,111374,100096,40,40,40,155,75,15
"231","35240701","DA","Oakville",0.09535,583,161,161,"3524001","3524","5350612.19","35535",583,161,6111.1,0.1,160,0,0,0,0,0,0,0,25,55,70,65,30,15,20,45,55,80,55,20,15,35,56960,45568,79531,38400,185,70,35,15,10,10,10,0,0,20,0,0,15,15,34.1,155992,137728,45,50,105,150,55,20
"232","35240705","DA","Oakville",0.19237,697,226,226,"3524001","3524","5350612.19","35535",697,226,3622.7,0.19,110,0,0,120,0,0,0,0,25,50,50,65,45,35,35,45,65,55,70,55,40,65,40448,36608,46464,36352,165,20,50,0,25,25,20,0,15,0,0,0,15,0,38,114941,97280,100,65,155,185,100,15
"233","35240706","DA","Oakville",0.1277,650,205,204,"3524001","3524","5350612.19","35535",650,205,5090.1,0.13,130,0,20,55,0,0,0,0,35,50,60,50,45,25,40,45,55,75,70,40,25,45,33195,30208,40448,28736,365,70,70,85,10,40,40,0,20,0,10,0,30,0,35,100571,83712,50,90,115,160,110,0
